id,title,vendor,productType,variantsCount/count,mf_status/value,sku,product/id,product/title,image,__parentId,image/altText,image/url
gid://shopify/MediaImage/29209388384480,,,,,,,,,,gid://shopify/Product/7559592280288,,https://cdn.shopify.com/s/files/1/0220/3498/products/DTB9213B-FRONT.jpg?v=1644862712
gid://shopify/MediaImage/29209388351712,,,,,,,,,,gid://shopify/Product/7559592280288,,https://cdn.shopify.com/s/files/1/0220/3498/products/DTB9213B-SIDE.jpg?v=1644862712
gid://shopify/MediaImage/29209388450016,,,,,,,,,,gid://shopify/Product/7559592280288,,https://cdn.shopify.com/s/files/1/0220/3498/products/DTB9213B-DETAIL.jpg?v=1644740397
gid://shopify/MediaImage/29209388482784,,,,,,,,,,gid://shopify/Product/7559592280288,,https://cdn.shopify.com/s/files/1/0220/3498/products/DTB9213B-ROOM.jpg?v=1644740397
gid://shopify/MediaImage/29209388515552,,,,,,,,,,gid://shopify/Product/7559592280288,,https://cdn.shopify.com/s/files/1/0220/3498/products/DTB9213B-ROOM2.jpg?v=1644740397
gid://shopify/Product/7559592247520,Sicily Rectangle Dining Table White/Natural,Safavieh,Dining Tables,1,Active,,,,,,,
gid://shopify/ProductVariant/42434065236192,,,,,,DTB9213A,gid://shopify/Product/7559592247520,Sicily Rectangle Dining Table White/Natural,,gid://shopify/Product/7559592247520,,
gid://shopify/MediaImage/29209387925728,,,,,,,,,,gid://shopify/Product/7559592247520,,https://cdn.shopify.com/s/files/1/0220/3498/products/DTB9213A-SIDE.jpg?v=1644740390
gid://shopify/MediaImage/29209387958496,,,,,,,,,,gid://shopify/Product/7559592247520,,https://cdn.shopify.com/s/files/1/0220/3498/products/DTB9213A-FRONT.jpg?v=1644740390
gid://shopify/MediaImage/29209387991264,,,,,,,,,,gid://shopify/Product/7559592247520,,https://cdn.shopify.com/s/files/1/0220/3498/products/DTB9213A-SIDE2.jpg?v=1644740390
gid://shopify/MediaImage/29209388024032,,,,,,,,,,gid://shopify/Product/7559592247520,,https://cdn.shopify.com/s/files/1/0220/3498/products/DTB9213A-BACK.jpg?v=1644740390
gid://shopify/MediaImage/29209388056800,,,,,,,,,,gid://shopify/Product/7559592247520,,https://cdn.shopify.com/s/files/1/0220/3498/products/DTB9213A-DETAIL.jpg?v=1644740390
gid://shopify/MediaImage/29209388089568,,,,,,,,,,gid://shopify/Product/7559592247520,,https://cdn.shopify.com/s/files/1/0220/3498/products/DTB9213A-ROOM.jpg?v=1644740390
gid://shopify/MediaImage/29209388122336,,,,,,,,,,gid://shopify/Product/7559592247520,,https://cdn.shopify.com/s/files/1/0220/3498/products/DTB9213A-ROOM2.jpg?v=1644740390
gid://shopify/MediaImage/29209388155104,,,,,,,,,,gid://shopify/Product/7559592247520,,https://cdn.shopify.com/s/files/1/0220/3498/products/DTB9213A-DIM.jpg?v=1644740390
gid://shopify/Product/4389844811834,Tiana Rectangle Dining Table Antique/White,Safavieh,Dining Tables,1,Active,,,,,,,
gid://shopify/ProductVariant/31304473935930,,,,,,DTB9201C,gid://shopify/Product/4389844811834,Tiana Rectangle Dining Table Antique/White,,gid://shopify/Product/4389844811834,,
gid://shopify/MediaImage/5802704044090,,,,,,,,,,gid://shopify/Product/4389844811834,,https://cdn.shopify.com/s/files/1/0220/3498/products/DTB9201C-SIDE.jpg?v=1580228318
gid://shopify/MediaImage/5802704076858,,,,,,,,,,gid://shopify/Product/4389844811834,,https://cdn.shopify.com/s/files/1/0220/3498/products/DTB9201C-FRONT.jpg?v=1580228318
gid://shopify/MediaImage/5802704109626,,,,,,,,,,gid://shopify/Product/4389844811834,,https://cdn.shopify.com/s/files/1/0220/3498/products/DTB9201C-SIDE2.jpg?v=1580228318
gid://shopify/MediaImage/5802704142394,,,,,,,,,,gid://shopify/Product/4389844811834,,https://cdn.shopify.com/s/files/1/0220/3498/products/DTB9201C-ROOM.jpg?v=1580228318
gid://shopify/Product/4321051934778,Tiana Rectangle Dining Table Walnut,Safavieh,Dining Tables,1,Active,,,,,,,
gid://shopify/ProductVariant/31033261064250,,,,,,DTB9201A,gid://shopify/Product/4321051934778,Tiana Rectangle Dining Table Walnut,,gid://shopify/Product/4321051934778,,
gid://shopify/MediaImage/5496103632954,,,,,,,,,,gid://shopify/Product/4321051934778,,https://cdn.shopify.com/s/files/1/0220/3498/products/DTB9201A-SIDE_182023e3-f5f3-43e2-8e73-8190ef505ba8.jpg?v=1573555984
gid://shopify/MediaImage/5496103665722,,,,,,,,,,gid://shopify/Product/4321051934778,,https://cdn.shopify.com/s/files/1/0220/3498/products/DTB9201A-FRONT_97c9e5d1-df55-4a32-94c3-43dfc8850a8b.jpg?v=1573555984
gid://shopify/MediaImage/5496103698490,,,,,,,,,,gid://shopify/Product/4321051934778,,https://cdn.shopify.com/s/files/1/0220/3498/products/DTB9201A-SIDE2_2122f69b-b1e1-483b-9423-3ae531c3d5cd.jpg?v=1573555984
gid://shopify/MediaImage/5496103731258,,,,,,,,,,gid://shopify/Product/4321051934778,,https://cdn.shopify.com/s/files/1/0220/3498/products/DTB9201A-TOP_60a24e7f-8f08-4d36-822a-725d4d315e1c.jpg?v=1573555984
gid://shopify/MediaImage/5496103764026,,,,,,,,,,gid://shopify/Product/4321051934778,,https://cdn.shopify.com/s/files/1/0220/3498/products/DTB9201A-DETAIL_b639d294-111d-4b2c-a508-3e05a126abbb.jpg?v=1573555984
gid://shopify/MediaImage/5496103796794,,,,,,,,,,gid://shopify/Product/4321051934778,,https://cdn.shopify.com/s/files/1/0220/3498/products/DTB9201A-LEG_28bd2753-90cd-4ff3-b863-41c8db9aba43.jpg?v=1573555984
gid://shopify/MediaImage/5496103829562,,,,,,,,,,gid://shopify/Product/4321051934778,,https://cdn.shopify.com/s/files/1/0220/3498/products/DTB9201A-ROOM_452a55c5-e52c-41cf-977a-7a938810bdd5.jpg?v=1573555984
gid://shopify/Product/7559616364768,Vasco Manual Extension Dining Table Walnut,Safavieh,Dining Tables,1,Active,,,,,,,
gid://shopify/ProductVariant/42434128216288,,,,,,DTB1402A,gid://shopify/Product/7559616364768,Vasco Manual Extension Dining Table Walnut,,gid://shopify/Product/7559616364768,,
gid://shopify/MediaImage/29209460932832,,,,,,,,,,gid://shopify/Product/7559616364768,,https://cdn.shopify.com/s/files/1/0220/3498/products/DTB1402A-SIDE2.jpg?v=1645256919
gid://shopify/MediaImage/29209460900064,,,,,,,,,,gid://shopify/Product/7559616364768,,https://cdn.shopify.com/s/files/1/0220/3498/products/DTB1402A-FRONT.jpg?v=1645256919
gid://shopify/MediaImage/29209460867296,,,,,,,,,,gid://shopify/Product/7559616364768,,https://cdn.shopify.com/s/files/1/0220/3498/products/DTB1402A-SIDE.jpg?v=1645256919
gid://shopify/MediaImage/29209460965600,,,,,,,,,,gid://shopify/Product/7559616364768,,https://cdn.shopify.com/s/files/1/0220/3498/products/DTB1402A-BACK.jpg?v=1644741258
gid://shopify/MediaImage/29209460998368,,,,,,,,,,gid://shopify/Product/7559616364768,,https://cdn.shopify.com/s/files/1/0220/3498/products/DTB1402A-DETAIL.jpg?v=1644741258
gid://shopify/MediaImage/29209461031136,,,,,,,,,,gid://shopify/Product/7559616364768,,https://cdn.shopify.com/s/files/1/0220/3498/products/DTB1402A-ROOM.jpg?v=1644741258
gid://shopify/MediaImage/29209461063904,,,,,,,,,,gid://shopify/Product/7559616364768,,https://cdn.shopify.com/s/files/1/0220/3498/products/DTB1402A-ROOM2.jpg?v=1644741258
gid://shopify/Product/7559624753376,Walsh Round Dining Table Teak,Safavieh,Outdoor Dining Tables,1,Active,,,,,,,
gid://shopify/ProductVariant/42434138112224,,,,,,PAT7036A,gid://shopify/Product/7559624753376,Walsh Round Dining Table Teak,,gid://shopify/Product/7559624753376,,
gid://shopify/MediaImage/29209474957536,,,,,,,,,,gid://shopify/Product/7559624753376,,https://cdn.shopify.com/s/files/1/0220/3498/products/PAT7036A-FRONT.jpg?v=1644741418
gid://shopify/MediaImage/29209474990304,,,,,,,,,,gid://shopify/Product/7559624753376,,https://cdn.shopify.com/s/files/1/0220/3498/products/PAT7036A-BACK.jpg?v=1644741418
gid://shopify/MediaImage/29209475023072,,,,,,,,,,gid://shopify/Product/7559624753376,,https://cdn.shopify.com/s/files/1/0220/3498/products/PAT7036A-DETAIL.jpg?v=1644741418
gid://shopify/MediaImage/29209475055840,,,,,,,,,,gid://shopify/Product/7559624753376,,https://cdn.shopify.com/s/files/1/0220/3498/products/PAT7036A-DETAIL2.jpg?v=1644741418
gid://shopify/Product/4321076215866,Woven Square Lacquer Accent Table White,Safavieh,Dining Tables,1,Active,,,,,,,
gid://shopify/ProductVariant/31033299664954,,,,,,FOX4205A,gid://shopify/Product/4321076215866,Woven Square Lacquer Accent Table White,,gid://shopify/Product/4321076215866,,
gid://shopify/MediaImage/5496216092730,,,,,,,,,,gid://shopify/Product/4321076215866,,https://cdn.shopify.com/s/files/1/0220/3498/products/FOX4205A-SIDE_6a33fafa-9727-40db-97fd-70788a8299e1.jpg?v=1573559021
gid://shopify/MediaImage/5496216125498,,,,,,,,,,gid://shopify/Product/4321076215866,,https://cdn.shopify.com/s/files/1/0220/3498/products/FOX4205A-FRONT_01e77eb9-2fdc-43aa-b940-6ed10623bfdf.jpg?v=1573559021
gid://shopify/MediaImage/5496216158266,,,,,,,,,,gid://shopify/Product/4321076215866,,https://cdn.shopify.com/s/files/1/0220/3498/products/FOX4205A-ROOM_c3867aff-23d2-4a5e-ad93-6c0a56406b3d.jpg?v=1573559021
gid://shopify/Product/4321076183098,Woven Square Wood Accent Table Dark Brown,Safavieh,Dining Tables,1,Active,,,,,,,
gid://shopify/ProductVariant/31033299632186,,,,,,FOX4205B,gid://shopify/Product/4321076183098,Woven Square Wood Accent Table Dark Brown,,gid://shopify/Product/4321076183098,,
gid://shopify/MediaImage/5496215863354,,,,,,,,,,gid://shopify/Product/4321076183098,,https://cdn.shopify.com/s/files/1/0220/3498/products/FOX4205B-SIDE_50411f62-7980-459e-92bd-51b86d106043.jpg?v=1573559014
gid://shopify/MediaImage/5496215896122,,,,,,,,,,gid://shopify/Product/4321076183098,,https://cdn.shopify.com/s/files/1/0220/3498/products/FOX4205B-FRONT_5cfff2ce-1de9-404f-a8a4-caaca18306b4.jpg?v=1573559014
gid://shopify/MediaImage/5496215928890,,,,,,,,,,gid://shopify/Product/4321076183098,,https://cdn.shopify.com/s/files/1/0220/3498/products/FOX4205B-ROOM_25df3f14-0fbc-4981-a363-d2d42cf8cd8f.jpg?v=1573559014
